,CustomerID,Cluster,ICI,Recency,Frequency,Monetary,AvgInvoiceTicket,PriceIndex,Recomendacao
0,12346,1,24.07,326,1,77183.6,77183.6,0.000012885651919512996,"Consumo crítico. Priorizar revisão de gastos, reduzir compras fora do padrão  e reavaliar categorias dominantes."
1,12347,0,79.93,2,7,4310,615.7142857142857,0.0067468888315061,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
2,12348,0,74.04,75,4,1797.24,449.31,0.0147105008517025,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
3,12349,0,77.88,19,1,1757.55,1757.55,0.0211516665498724,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
4,12350,2,55.02,310,1,334.40000000000003,334.40000000000003,0.0117464817967361,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
5,12352,0,77.54,36,8,2506.04,313.255,0.0406513823287329,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
6,12353,2,63.64,204,1,89,89,0.0185776096103816,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
7,12354,2,61.01,232,1,1079.4,1079.4,0.0137727917764265,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
8,12355,2,62.69,214,1,459.4,459.4,0.0128555411865445,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
9,12356,0,77.9,23,3,2811.43,937.1433333333332,0.0081686684109653,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
10,12357,0,75.03,33,1,6207.67,6207.67,0.0085448990738591,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
11,12358,0,79.74,2,2,1168.06,584.03,0.0211138224544266,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
12,12359,0,74.66,58,4,6372.58,1593.145,0.0219972240996732,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
13,12360,0,75.59,52,3,2662.06,887.3533333333334,0.0090579666245082,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
14,12361,2,56.93,287,1,189.9,189.9,0.010198572518621,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
15,12362,0,80.08,3,10,5226.2300000000005,522.623,0.0100563436262464,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
16,12363,0,71.2,110,2,552,276,0.0058990098699704,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
17,12364,0,79.51,8,4,1313.1,328.275,0.0048744673244539,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
18,12365,2,56.62,291,2,641.38,320.69,0.0524468229112839,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
19,12367,0,79.69,4,1,168.9,168.9,0.0081656408958026,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
20,12370,0,75.69,51,4,3545.69,886.4224999999999,0.0071456997846596,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
21,12371,0,76.11,45,2,1887.96,943.98,0.009886258084561,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
22,12372,0,74.24,72,3,1298.04,432.68,0.0076587234050956,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
23,12373,2,54.93,311,1,364.6,364.6,0.0140123886714401,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
24,12374,0,77.78,25,1,742.9300000000001,742.9300000000001,0.0107676656698913,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
25,12375,0,79.18,11,2,457.5,228.75,0.0176401859940207,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
26,12377,2,54.46,315,2,1628.12,814.06,0.0083143019014128,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
27,12378,0,68.08,130,1,4008.62,4008.62,0.0076487632843046,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
28,12379,0,73.38,82,2,852.24,426.12,0.0073139900679982,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
29,12380,0,78.16,22,4,2724.81,681.2025000000001,0.0086215231309108,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
30,12381,0,79.79,5,5,1845.31,369.062,0.0119504623799778,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
31,12383,2,65.31,185,5,1850.56,370.112,0.009440085252573,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
32,12384,0,77.71,29,2,585.27,292.635,0.0201060005112622,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
33,12386,2,52.9,338,2,401.9,200.95,0.0073117801775181,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
34,12388,0,78.89,16,6,2780.6600000000003,463.4433333333333,0.0070880314738347,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
35,12390,0,73.44,80,1,549.84,549.84,0.010199076861066,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
36,12391,0,78.13,22,1,460.89,460.89,0.0062770812623703,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
37,12393,0,74.32,72,4,1582.6,395.65,0.0058172217123906,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
38,12394,0,74.73,64,2,1272.48,636.24,0.0086013307630439,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
39,12395,0,79.27,19,12,3018.63,251.5525,0.010127553894686,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
40,12397,0,76.71,36,2,2409.9,1204.9499999999998,0.0088501613875639,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
41,12398,0,75.75,46,1,1635.66,1635.66,0.0050849127019524,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
42,12399,0,70.62,119,4,1108.65,277.1625,0.0053958970241543,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
43,12401,2,55.68,303,1,84.3,84.3,0.0296018536672418,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
44,12402,2,54.02,323,1,225.6,225.6,0.0100637406344304,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
45,12403,0,75.9,50,1,427.7,427.7,0.0180664804819634,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
46,12405,2,67.44,149,1,1710.39,1710.39,0.0108384962759669,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
47,12406,0,77.6,22,2,3415.3,1707.65,0.0063463555462199,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
48,12407,0,76.19,50,5,1708.12,341.624,0.0083376363351257,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
49,12408,0,77.38,33,5,2888.55,577.71,0.0077136143462135,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
50,12409,0,71.84,79,3,11072.67,3690.89,0.0091212643515557,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
51,12410,2,55.16,309,2,693.33,346.665,0.019373876891561,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
52,12412,0,74.01,75,3,1226.88,408.96,0.0069248985342785,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
53,12413,0,74.74,67,3,758.1,252.7,0.0122444322445777,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
54,12414,2,62.72,217,3,562.4100000000001,187.47000000000003,0.0262074262322585,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
55,12415,3,67.16,24,21,124914.53,5948.310952380953,0.001810675409761,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
56,12417,0,80.16,3,9,3649.1,405.4555555555555,0.0136210970724125,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
57,12418,0,70.74,113,1,668.58,668.58,0.0090955332735507,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
58,12420,0,74.7,64,1,600.39,600.39,0.0120117633479097,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
59,12421,0,78.95,16,4,807.04,201.76,0.0115345348237168,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
60,12422,0,72.4,96,3,803.5600000000001,267.8533333333333,0.0083194009607476,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
61,12423,0,80.44,1,8,1859.31,232.41375,0.0074348160356283,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
62,12424,2,66.65,163,2,1760.96,880.48,0.0085033974962855,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
63,12425,0,73.51,78,1,777.2,777.2,0.0065438538845529,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
64,12426,2,64.17,195,1,582.73,582.73,0.0120374755494648,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
65,12427,0,78.35,22,3,825.8000000000001,275.26666666666665,0.0117101217120654,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
66,12428,0,77.79,26,9,7956.46,884.0511111111111,0.0118080652775337,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
67,12429,0,79.03,9,4,3750.4,937.6,0.0092647403694709,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
68,12430,0,76.52,43,1,256.4,256.4,0.0158858831972888,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
69,12431,0,77.83,36,15,6487.45,432.4966666666666,0.0096585850005419,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
70,12432,0,76.26,43,5,5059.32,1011.864,0.0269232237973327,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
71,12433,0,78.82,1,7,13375.87,1910.838571428572,0.0055953474575814,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
72,12434,0,73.15,85,2,806.14,403.07,0.0093716039856015,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
73,12435,0,71.88,80,2,7829.89,3914.9450000000006,0.0139815335650787,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
74,12436,0,71.84,100,1,509.01,509.01,0.0134414104433251,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
75,12437,0,81.03,2,18,4951.41,275.0783333333333,0.0102391084411093,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
76,12438,0,78.36,14,2,2906.85,1453.425,0.0099388556439026,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
77,12441,2,50.5,367,1,173.55,173.55,0.0113175381554603,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
78,12442,0,79.77,3,1,172.06,172.06,0.008522887684994,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
79,12444,0,78.03,21,5,5005.46,1001.092,0.0162258765904113,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
80,12445,0,78.26,22,1,133.4,133.4,0.0203822052047574,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
81,12446,0,75.03,58,1,1002.31,1002.31,0.0111068832579421,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
82,12447,2,60.35,243,1,476.49,476.49,0.0109301504342688,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
83,12448,0,76.37,44,1,449.45,449.45,0.0151876281093238,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
84,12449,0,77.94,22,4,4067.29,1016.8225,0.0094280286710716,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
85,12450,2,67.58,156,2,197.88,98.94,0.0049463841225995,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
86,12451,0,78.24,11,5,9035.52,1807.104,0.0062520350619319,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
87,12452,0,78.71,17,2,430.5700000000001,215.285,0.0114446560680234,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
88,12453,0,69.03,134,1,707.09,707.09,0.0061070211089175,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
89,12454,0,74.22,56,1,3528.34,3528.34,0.0185819365635109,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
90,12455,0,74.35,73,6,2466.86,411.1433333333334,0.0080975938883376,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
91,12456,0,76.14,44,3,3181.04,1060.3466666666666,0.0092490173016532,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
92,12457,0,75.04,66,7,2363.23,337.6042857142857,0.0136700401569148,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
93,12458,0,74.24,71,2,947.4,473.7000000000001,0.0110397316058384,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
94,12461,0,72.42,94,2,826.88,413.44,0.0108675931422173,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
95,12462,0,78.37,19,2,1189.59,594.7950000000001,0.011966532713985,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
96,12463,0,75.89,53,4,1344.78,336.195,0.0077662746486773,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
97,12464,0,79.8,10,8,1212.05,151.50625,0.0301943930322703,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
98,12465,0,78.63,17,2,742.19,371.095,0.0070428652726298,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
99,12468,2,64.88,188,2,729.54,364.77,0.0107490202107805,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
100,12471,0,80.74,2,30,19824.05,660.8016666666666,0.0109735229965013,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
101,12472,0,77.22,32,7,6572.11,938.8728571428572,0.0061182840860226,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
102,12473,0,77.55,29,5,3938.55,787.71,0.0212406911114367,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
103,12474,0,79.57,17,18,7375.79,409.7661111111111,0.0073124854908874,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
104,12475,0,75.46,54,1,723.38,723.38,0.0075050178649964,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
105,12476,0,78.96,16,11,6816.42,619.6745454545454,0.0123276426522832,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
106,12477,0,76.88,23,6,13219.74,2203.29,0.0111848866170257,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
107,12478,0,79.5,4,1,680.99,680.99,0.0115793324369646,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
108,12479,0,78.99,11,1,527.2,527.2,0.0068099140252999,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
109,12480,0,77.58,28,4,3281.63,820.4075,0.0079982850251703,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
110,12481,0,78.43,23,10,5596.32,559.6320000000001,0.0087142110971119,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
111,12483,0,79.07,17,8,2484.98,310.6225,0.0132644031651567,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
112,12484,0,77.28,33,6,4541.72,756.9533333333334,0.007977061201343,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
113,12488,0,79.23,10,3,1298.66,432.8866666666667,0.009530138047766,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
114,12489,2,52.93,336,1,334.93,334.93,0.018066916473767,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
115,12490,0,79.9,5,10,5417.93,541.793,0.0068715326288339,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
116,12491,0,76.77,39,1,460.4,460.4,0.0086171066184071,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
117,12492,0,75.05,63,2,263.21000000000004,131.60500000000002,0.0085420259058435,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
118,12493,2,66.72,166,2,433.74,216.87,0.0131773841456354,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
119,12494,0,79.21,16,7,1246.1,178.01428571428573,0.0098554380925436,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
120,12497,0,73.08,82,1,1043.1,1043.1,0.0052566313266729,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
121,12498,0,78.51,21,3,403.7000000000001,134.5666666666667,0.0107118563653498,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
122,12500,0,78.7,23,11,4257.82,387.07454545454544,0.0143839939652753,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
123,12501,2,52.14,337,1,2169.39,2169.39,0.0073780925001641,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
124,12502,0,72.19,96,5,3723.87,744.774,0.0163956834236704,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
125,12504,0,78.62,18,2,482.05,241.025,0.0229942179392221,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
126,12506,2,61.31,233,1,73.5,73.5,0.0097724409115265,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
127,12507,0,69.25,134,3,1304.81,434.93666666666667,0.0124088578613001,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
128,12508,0,77.99,26,2,398.27,199.135,0.0043901414435721,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
129,12509,2,57.17,284,1,176.5,176.5,0.0170158234996911,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
130,12510,2,68.44,143,2,982.57,491.285,0.0130374555235545,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
131,12512,0,74.84,66,2,138.03,69.015,0.0065820469353115,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
132,12513,0,70.76,113,1,612.29,612.29,0.0055643010104255,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
133,12514,2,58.21,267,1,1017.68,1017.68,0.010081947163365,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
134,12515,2,51.54,353,1,383.7,383.7,0.0207373522914239,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
135,12516,0,73.59,78,2,1312.06,656.03,0.006955516469778,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
136,12517,0,77.84,28,5,2502.84,500.568,0.0060036508954197,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
137,12518,0,80.08,1,5,2056.89,411.378,0.0072398037387911,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.
138,12519,0,74.8,64,1,340.84000000000003,340.84000000000003,0.0076326060039933,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
139,12520,0,73.72,79,5,2634.26,526.8520000000001,0.0083912704468709,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
140,12521,2,68.35,143,1,599.68,599.68,0.0091612522332503,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
141,12522,0,77,39,2,192.72,96.36,0.0127609403686749,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
142,12523,0,79.31,19,11,1789.77,162.70636363636365,0.0125941529806843,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
143,12524,0,79.46,9,8,4485.72,560.715,0.0074437046759784,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
144,12526,0,79.95,1,3,1316.66,438.8866666666666,0.0085581091994213,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
145,12527,0,73.61,82,3,348.71000000000004,116.23666666666668,0.0074752472992304,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
146,12528,0,79.57,9,6,1933.48,322.24666666666667,0.0140039077169898,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
147,12530,0,75.27,60,4,1662.28,415.57,0.0099147582922331,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
148,12531,0,78.83,15,1,125.22,125.22,0.0097207151546356,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
149,12532,0,77.53,30,1,349.83000000000004,349.83000000000004,0.0094367377305594,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
150,12534,0,69.13,131,1,1089.18,1089.18,0.0077456126413906,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
151,12535,0,72.61,92,2,716.35,358.17499999999995,0.011359096963049,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
152,12536,0,74.44,43,3,12601.830000000002,4200.610000000001,0.0886852933081457,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
153,12538,0,77.61,29,1,363.95,363.95,0.0092969223949086,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
154,12539,0,77.69,22,4,5568.35,1392.0875,0.0106574886595527,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
155,12540,0,78.58,20,17,13400.24,788.2494117647059,0.0098167595364033,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
156,12541,0,77.68,30,3,981.18,327.06,0.0092265853439231,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
157,12544,0,77.04,36,1,372.7,372.7,0.010478343794252,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
158,12545,0,73.91,75,2,1000.39,500.195,0.0102677830739158,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
159,12546,0,76.12,47,2,1161.5,580.75,0.0081637917923389,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
160,12547,2,64.2,198,2,207.8,103.9,0.0243114397370426,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
161,12548,2,66.69,166,1,95.2,95.2,0.020550047173953,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
162,12550,0,73.36,79,1,964.83,964.83,0.0078858423453708,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
163,12551,2,51.22,358,1,168,168,0.0051375117934882,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.
164,12552,0,76.94,39,2,437.82,218.91,0.0232605936205279,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.
