CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgUnitPrice,UniqueProducts,CountryCount,AvgInvoiceTicket,MaxInvoiceTicket,AvgSpendPerPurchase,AvgQuantityPerPurchase,Cluster,ICI,Recomendacao,ClusterAvgPrice,PriceIndex
12346.0,326,1,77183.6,74215,1.04,1,1,77183.6,77183.6,77183.6,74215.0,1,24.07,"Consumo crítico. Priorizar revisão de gastos, reduzir compras fora do padrão  e reavaliar categorias dominantes.",80709.925,1.2885651919512996e-05
12347.0,2,7,4310.0,2458,2.644010989010989,103,1,615.7142857142857,1294.32,615.7142857142857,351.1428571428572,0,79.93,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.006746888831506189
12348.0,75,4,1797.24,2341,5.764838709677419,22,1,449.31,892.8,449.31,585.25,0,74.04,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.01471050085170258
12349.0,19,1,1757.55,631,8.289041095890411,73,1,1757.55,1757.55,1757.55,631.0,0,77.88,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.021151666549872425
12350.0,310,1,334.40000000000003,197,3.841176470588235,17,1,334.40000000000003,334.40000000000003,334.40000000000003,197.0,2,55.02,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.,327.00654860381655,0.011746481796736116
12352.0,36,8,2506.04,536,15.93070588235294,59,1,313.255,840.3,313.255,67.0,0,77.54,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.040651382328732936
12353.0,204,1,89.0,20,6.074999999999999,4,1,89.0,89.0,89.0,20.0,2,63.64,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,327.00654860381655,0.018577609610381657
12354.0,232,1,1079.4,530,4.5037931034482765,58,1,1079.4,1079.4,1079.4,530.0,2,61.01,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,327.00654860381655,0.01377279177642656
12355.0,214,1,459.4,240,4.203846153846154,13,1,459.4,459.4,459.4,240.0,2,62.69,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,327.00654860381655,0.012855541186544575
12356.0,23,3,2811.43,1591,3.201186440677966,53,1,937.1433333333332,2271.62,937.1433333333332,530.3333333333334,0,77.9,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.008168668410965313
12357.0,33,1,6207.67,2708,3.3486259541984733,131,1,6207.67,6207.67,6207.67,2708.0,0,75.03,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.008544899073859158
12358.0,2,2,1168.06,248,8.27421052631579,13,1,584.03,683.2,584.03,124.0,0,79.74,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.02111382245442662
12359.0,58,4,6372.58,1622,8.620403225806452,214,1,1593.145,2876.85,1593.145,405.5,0,74.66,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.02199722409967327
12360.0,52,3,2662.06,1165,3.54968992248062,105,1,887.3533333333334,1083.58,887.3533333333334,388.3333333333333,0,75.59,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.009057966624508243
12361.0,287,1,189.9,91,3.335,10,1,189.9,189.9,189.9,91.0,2,56.93,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.,327.00654860381655,0.010198572518621043
12362.0,3,10,5226.2300000000005,2229,3.94093984962406,201,1,522.623,829.99,522.623,222.9,0,80.08,Consumo eficiente. Manter o padrão atual e acompanhar evolução mensal.,391.8859573710709,0.010056343626246458
12363.0,110,2,552.0,408,2.3117391304347827,23,1,276.0,299.1,276.0,204.0,0,71.2,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.005899009869970492
12364.0,8,4,1313.1,1506,1.910235294117647,70,1,328.275,623.92,328.275,376.5,0,79.51,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.004874467324453971
12365.0,291,2,641.38,174,17.150454545454547,22,1,320.69,320.69,320.69,87.0,2,56.62,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.,327.00654860381655,0.05244682291128399
12367.0,4,1,168.9,173,3.2,11,1,168.9,168.9,168.9,173.0,0,79.69,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.008165640895802675
12370.0,51,4,3545.69,2353,2.800299401197605,143,2,886.4224999999999,1590.82,886.4225,588.25,0,75.69,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.007145699784659657
12371.0,45,2,1887.96,591,3.8742857142857146,63,1,943.98,1527.96,943.98,295.5,0,76.11,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.009886258084561096
12372.0,72,3,1298.04,794,3.001346153846154,34,1,432.68,515.7,432.68,264.6666666666667,0,74.24,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.007658723405095693
12373.0,311,1,364.6,197,4.582142857142857,14,1,364.6,364.6,364.6,197.0,2,54.93,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.,327.00654860381655,0.014012388671440137
12374.0,25,1,742.9300000000001,342,4.21969696969697,33,1,742.9300000000001,742.9300000000001,742.9300000000001,342.0,0,77.78,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.01076766566989131
12375.0,11,2,457.5,178,6.912941176470589,14,1,228.75,230.3,228.75,89.0,0,79.18,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.017640185994020778
12377.0,315,2,1628.12,944,2.718831168831169,72,1,814.06,1001.52,814.0600000000001,472.0,2,54.46,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.,327.00654860381655,0.00831430190141286
12378.0,130,1,4008.62,2529,2.9974429223744297,219,1,4008.62,4008.62,4008.62,2529.0,0,68.08,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.007648763284304663
12379.0,82,2,852.24,407,2.86625,39,1,426.12,459.84,426.12,203.5,0,73.38,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.007313990067998255
12380.0,22,4,2724.81,1127,3.378653846153846,77,1,681.2025000000001,1040.39,681.2025,281.75,0,78.16,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.008621523130910889
12381.0,5,5,1845.31,808,4.683218390804598,70,1,369.062,1268.74,369.062,161.6,0,79.79,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.01195046237997788
12383.0,185,5,1850.56,1532,3.086969696969697,84,1,370.112,651.16,370.112,306.4,2,65.31,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,327.00654860381655,0.009440085252573038
12384.0,29,2,585.27,126,7.87925925925926,26,1,292.635,292.69,292.635,63.0,0,77.71,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.02010600051126228
12386.0,338,2,401.9,354,2.391,10,1,200.95,258.90000000000003,200.95,177.0,2,52.9,Consumo moderado. Revisar frequência de compras ticket médio e categorias de maior impacto.,327.00654860381655,0.007311780177518115
12388.0,16,6,2780.6600000000003,1462,2.7777,57,1,463.4433333333333,902.09,463.4433333333334,243.66666666666663,0,78.89,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.007088031473834714
12390.0,80,1,549.84,353,3.996875,32,1,549.84,549.84,549.84,353.0,0,73.44,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.010199076861066036
12391.0,22,1,460.89,300,2.4599,92,1,460.89,460.89,460.89,300.0,0,78.13,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.0062770812623703124
12393.0,72,4,1582.6,816,2.2796875,47,1,395.65,521.5,395.65,204.0,0,74.32,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.005817221712390675
12394.0,64,2,1272.48,819,3.3707407407407404,26,2,636.24,891.4000000000001,636.24,409.5,0,74.73,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.008601330763043997
12395.0,19,12,3018.63,2118,3.9688461538461537,91,1,251.5525,346.68,251.5525,176.5,0,79.27,Bom padrão de consumo. Monitorar categorias com maior gasto para evitar desperdícios.,391.8859573710709,0.010127553894686033
